-86.28078,-88.179085,-89.43782,-89.334885,-88.42596,-87.60364,-86.86377,-86.19053,-85.5708,-84.99422,-84.45251,-83.93892,-83.447845,-82.97453,-82.514824,-82.06501,-81.621704,-81.31352,-81.09381,-80.741936,-80.29932,-79.8507,-79.39275,-78.92188,-78.43409,-77.92478,-77.388626,-76.81917,-76.2085,-75.5466,-74.820404,-74.01231,-73.09759,-72.039764,-70.78131,-69.13422,
-86.3497,-88.18042,-89.209236,-89.00516,-88.20875,-87.427666,-86.71011,-86.05169,-85.44299,-84.87521,-84.34086,-83.833626,-83.34818,-82.87995,-82.4249,-81.97941,-81.54018,-81.234726,-81.01692,-80.66804,-80.22907,-79.78404,-79.32969,-78.86244,-78.37834,-77.872856,-77.34069,-76.77546,-76.16931,-75.51231,-74.79147,-73.98933,-73.0813,-72.03109,-70.78141,-69.145195,
-86.36996,-88.08256,-88.85551,-88.616035,-87.92157,-87.1941,-86.508064,-85.87084,-85.27778,-84.7223,-84.19804,-83.69939,-83.22142,-82.759834,-82.31079,-81.87083,-81.43674,-81.13469,-80.91926,-80.574066,-80.13955,-79.69888,-79.248825,-78.785866,-78.3061,-77.805046,-77.277466,-76.71703,-76.11597,-75.46442,-74.74951,-73.95388,-73.0531,-72.01106,-70.77074,-69.14601,
-86.33877,-87.89822,-88.46042,-88.20624,-87.589935,-86.91665,-86.266075,-85.65379,-85.07949,-84.53884,-84.026794,-83.53849,-83.06952,-82.61589,-82.17402,-81.740616,-81.31261,-81.01458,-80.801926,-80.461044,-80.03173,-79.5961,-79.15099,-78.692955,-78.21813,-77.7221,-77.19966,-76.64459,-76.04917,-75.403625,-74.6952,-73.90663,-73.013664,-71.980385,-70.75,-69.137405,
-86.25582,-87.64664,-88.04859,-87.78736,-87.2301,-86.60645,-85.99177,-85.40605,-84.85228,-84.32814,-83.82979,-83.353165,-82.89435,-82.449745,-82.01601,-81.59003,-81.16889,-80.87541,-80.66591,-80.3299,-79.90645,-79.4765,-79.03696,-78.584435,-78.115135,-77.624695,-77.107994,-76.55887,-75.96968,-75.330765,-74.62946,-73.84867,-72.96429,-71.94064,-70.72127,-69.12222,
-86.12826,-87.3488,-87.62909,-87.36311,-86.85073,-86.27056,-85.69021,-85.13125,-84.59881,-84.092155,-83.608505,-83.14451,-82.69677,-82.26202,-81.83718,-81.41936,-81.00578,-80.71729,-80.51124,-80.18058,-79.76355,-79.33983,-78.906364,-78.459854,-77.99655,-77.51217,-77.001656,-76.458916,-75.8764,-75.24454,-74.55077,-73.77815,-72.90275,-71.8891,-70.68103,-69.09575,
-85.95763,-87.017365,-87.20523,-86.9362,-86.458824,-85.91613,-85.36752,-84.83448,-84.32333,-83.834496,-83.36605,-82.91526,-82.479164,-82.054855,-81.63949,-81.23038,-80.82488,-80.541756,-80.3394,-80.01449,-79.60437,-79.18734,-78.76043,-78.32039,-77.86354,-77.38568,-76.88181,-76.34592,-75.77055,-75.146225,-74.460526,-73.696625,-72.83079,-71.82778,-70.631775,-69.06121,
-85.74978,-86.662674,-86.77889,-86.50762,-86.05806,-85.54749,-85.02774,-84.51922,-84.02882,-83.557686,-83.104576,-82.66725,-82.24316,-81.82966,-81.424164,-81.024155,-80.62716,-80.34967,-80.15122,-79.832375,-79.429565,-79.01962,-78.59965,-78.166466,-77.71646,-77.24551,-76.74867,-76.220024,-75.65221,-75.03584,-74.35863,-73.60389,-72.74809,-71.75624,-70.57284,-69.01763,
-85.51069,-86.29159,-86.350784,-86.07761,-85.65051,-85.16751,-84.67374,-84.1881,-83.717575,-83.26375,-82.82584,-82.40202,-81.99007,-81.58759,-81.19222,-80.8016,-80.41338,-80.14174,-79.94736,-79.63482,-79.23963,-78.83709,-78.42436,-77.99835,-77.55552,-77.09179,-76.60232,-76.08125,-75.52132,-74.91325,-74.24487,-73.499664,-72.654274,-71.673965,-70.503555,-68.964096,
-85.24445,-85.908394,-85.92153,-85.64675,-85.238144,-84.778885,-84.30839,-83.843895,-83.39215,-82.95498,-82.53192,-82.121445,-81.72158,-81.33018,-80.94503,-80.563934,-80.184685,-79.91903,-79.72881,-79.42276,-79.03542,-78.640526,-78.23531,-77.81674,-77.38135,-76.925125,-76.44332,-75.93014,-75.37842,-74.779,-74.11983,-73.384544,-72.55,-71.58172,-70.42488,-68.90192,
-84.954254,-85.515854,-85.49151,-85.215546,-84.822464,-84.38383,-83.93417,-83.489105,-83.054985,-82.633705,-82.22498,-81.82754,-81.43959,-81.05917,-80.68425,-80.31274,-79.942535,-79.68295,-79.49696,-79.19752,-78.81821,-78.43114,-78.03364,-77.62273,-77.195015,-76.74656,-76.27268,-75.767685,-75.22449,-74.63405,-73.98447,-73.25953,-72.43631,-71.48061,-70.33802,-68.83245,
-84.64603,-85.11677,-85.06074,-84.78351,-84.40346,-83.98275,-83.55176,-83.1245,-82.706825,-82.3006,-81.90565,-81.52083,-81.14453,-80.77494,-80.41014,-80.04817,-79.68703,-79.43354,-79.25181,-78.95903,-78.58783,-78.2087,-77.819046,-77.41593,-76.996056,-76.55553,-76.08975,-75.593124,-75.058655,-74.47741,-73.83762,-73.123276,-72.31163,-71.36878,-70.240715,-68.75286,
-84.321014,-84.71217,-84.62956,-84.351326,-83.98249,-83.57756,-83.163345,-82.75239,-82.350044,-81.958015,-81.5762,-81.203545,-80.83857,-80.47957,-80.12473,-79.7722,-79.420074,-79.17267,-78.9952,-78.7091,-78.346054,-77.974945,-77.593216,-77.19802,-76.7861,-76.35365,-75.89615,-75.40807,-74.88253,-74.31071,-73.68097,-72.97748,-72.17772,-71.248085,-70.13495,-68.6653,
-83.981926,-84.303154,-84.19794,-83.918884,-83.55979,-83.16882,-82.76973,-82.37372,-81.9856,-81.60694,-81.2376,-80.87662,-80.522575,-80.17387,-79.82878,-79.48554,-79.14231,-78.90095,-78.72771,-78.448265,-78.09338,-77.730316,-77.35657,-76.96936,-76.56549,-76.141235,-75.69214,-75.21276,-74.69633,-74.134125,-73.51469,-72.822334,-72.03478,-71.11875,-70.021034,-68.570274,
-83.634056,-83.89156,-83.76594,-83.48565,-83.13478,-82.756035,-82.37049,-81.988106,-81.61316,-81.247,-80.88946,-80.53958,-80.19603,-79.85727,-79.52165,-79.18747,-78.85296,-78.61753,-78.44846,-78.17559,-77.82879,-77.473694,-77.10789,-76.72863,-76.3328,-75.916725,-75.476036,-75.00538,-74.49806,-73.94551,-73.33638,-72.655174,-71.87985,-70.97742,-69.89508,-68.463066,
-83.27439,-83.47646,-83.333595,-83.05251,-82.70905,-82.34134,-81.96814,-81.5983,-81.235596,-80.88117,-80.53479,-80.19551,-79.86204,-79.53288,-79.20645,-78.88111,-78.55515,-78.32556,-78.160614,-77.89425,-77.55546,-77.20832,-76.85045,-76.47917,-76.09143,-75.68362,-75.25144,-74.789635,-74.29161,-73.74891,-73.150345,-72.48061,-71.71791,-70.82956,-69.76327,-68.35099,
-82.90721,-83.05931,-82.901024,-82.61909,-82.28211,-81.924255,-81.56224,-81.20391,-80.85257,-80.50912,-80.17327,-79.844055,-79.52021,-79.20029,-78.88274,-78.56598,-78.24835,-78.02447,-77.86355,-77.60356,-77.27267,-76.93337,-76.58335,-76.22,-75.8403,-75.44072,-75.017044,-74.56409,-74.07536,-73.54254,-72.95458,-72.29637,-71.54636,-70.67219,-69.62203,-68.22959,
-82.533104,-82.640594,-82.4687,-82.185974,-81.85476,-81.505775,-81.15394,-80.8062,-80.46538,-80.1322,-79.80627,-79.486595,-79.17192,-78.86084,-78.55184,-78.243385,-77.933846,-77.71553,-77.55855,-77.30481,-76.98166,-76.65009,-76.30783,-75.95232,-75.580605,-75.189224,-74.77403,-74.329926,-73.85053,-73.32764,-72.75036,-72.103775,-71.36658,-70.506775,-69.473015,-68.10079,
-82.15307,-82.22031,-82.0362,-81.75271,-81.426636,-81.08566,-80.74312,-80.40512,-80.07409,-79.75051,-79.433914,-79.12328,-78.81735,-78.51474,-78.21396,-77.91351,-77.61182,-77.3989,-77.24576,-76.998116,-76.682556,-76.358574,-76.02396,-75.67619,-75.312386,-74.929146,-74.522385,-74.087105,-73.617035,-73.10408,-72.53752,-71.902626,-71.17837,-70.3331,-69.31596,-67.964325,
-81.76792,-81.79838,-81.60314,-81.31886,-80.99738,-80.66369,-80.32967,-80.0007,-79.67879,-79.36423,-79.05644,-78.75439,-78.4568,-78.16229,-77.86942,-77.576706,-77.28261,-77.07494,-76.92553,-76.68384,-76.37569,-76.05914,-75.732025,-75.391884,-75.03588,-74.66068,-74.26228,-73.83576,-73.374954,-72.871895,-72.31601,-71.69279,-70.981445,-70.150696,-69.150185,-67.81912,
-81.378654,-81.37574,-81.17041,-80.88536,-80.56799,-80.2409,-79.914696,-79.59405,-79.2806,-78.97447,-78.67497,-78.38103,-78.091354,-77.80457,-77.51927,-77.233986,-76.94722,-76.74464,-76.59883,-76.362915,-76.06198,-75.75269,-75.43293,-75.10027,-74.75195,-74.38468,-73.994545,-73.57671,-73.12511,-72.63189,-72.08667,-71.47512,-70.776726,-69.96057,-68.97682,-67.66658,
-80.98548,-80.952065,-80.73752,-80.4517,-80.13804,-79.81698,-79.49796,-79.18503,-78.879486,-78.58126,-78.28957,-78.003296,-77.721146,-77.44175,-77.163704,-76.88556,-76.60586,-76.40819,-76.265884,-76.03557,-75.74166,-75.43945,-75.12688,-74.80156,-74.460785,-74.10133,-73.71936,-73.31011,-72.86763,-72.38421,-71.8496,-71.249695,-70.56426,-69.76276,-68.79587,-67.50664,
-80.588356,-80.527145,-80.304245,-80.017746,-79.70749,-79.39199,-79.079636,-78.773895,-78.47575,-78.18497,-77.900665,-77.62167,-77.346695,-77.074356,-76.80327,-76.532005,-76.25912,-76.06621,-75.9273,-75.70242,-75.41535,-75.12006,-74.814514,-74.4964,-74.16304,-73.8113,-73.437386,-73.036644,-72.60322,-72.12953,-71.605515,-71.01725,-70.34481,-69.558014,-68.60814,-67.34019,
-80.18877,-80.10185,-79.87116,-79.583916,-79.2767,-78.96626,-78.660034,-78.360954,-78.06971,-77.78589,-77.50853,-77.23642,-76.96823,-76.70261,-76.438156,-76.17348,-75.90714,-75.7188,-75.583176,-75.363556,-75.0831,-74.79452,-74.49582,-74.18472,-73.85862,-73.51442,-73.14842,-72.75605,-72.33155,-71.867485,-71.35394,-70.777245,-70.11772,-69.345604,-68.41274,-67.166176,
-79.78653,-79.67571,-79.43777,-79.14979,-78.84536,-78.539604,-78.239075,-77.94623,-77.66146,-77.38421,-77.113434,-76.84786,-76.58616,-76.32695,-76.06887,-75.81052,-75.5505,-75.366585,-75.234116,-75.019585,-74.74555,-74.46349,-74.171455,-73.86721,-73.548195,-73.21139,-72.85315,-72.468994,-72.053276,-71.59868,-71.09547,-70.53017,-69.88339,-69.12577,-68.2097,-66.98418,
-79.38169,-79.249,-79.00442,-78.71576,-78.413895,-78.11247,-77.81725,-77.53022,-77.25153,-76.98047,-76.7159,-76.45653,-76.20099,-75.94791,-75.695915,-75.44364,-75.1897,-75.01004,-74.88064,-74.67103,-74.40322,-74.1275,-73.84196,-73.5444,-73.23232,-72.90277,-72.55216,-72.1761,-71.769066,-71.32386,-70.83092,-70.276985,-69.64297,-68.8999,-68.00078,-66.796646,
-78.97491,-78.82185,-78.57106,-78.28172,-77.98218,-77.68475,-77.39446,-77.11286,-76.83987,-76.57463,-76.31593,-76.06243,-75.81275,-75.565506,-75.319336,-75.07288,-74.82477,-74.649216,-74.52276,-74.3179,-74.056114,-73.78654,-73.5073,-73.216255,-72.91095,-72.58848,-72.245346,-71.87724,-71.47874,-71.042786,-70.559975,-70.01729,-69.395935,-68.66735,-67.78513,-66.60243,
-78.566864,-78.394684,-78.138,-77.84791,-77.550446,-77.25669,-76.970955,-76.69441,-76.42676,-76.166985,-75.91382,-75.66588,-75.42175,-75.18007,-74.93945,-74.69856,-74.45604,-74.284424,-74.1608,-73.96051,-73.70454,-73.4409,-73.16776,-72.88304,-72.58431,-72.26874,-71.9329,-71.57256,-71.18241,-70.75553,-70.28268,-69.75106,-69.14218,-68.427895,-67.5624,-66.400925,
-78.156334,-77.966385,-77.70424,-77.41348,-77.118,-76.8277,-76.54627,-76.27452,-76.01192,-75.757355,-75.50947,-75.26684,-75.02804,-74.79168,-74.556404,-74.32088,-74.08375,-73.91595,-73.79506,-73.59921,-73.34887,-73.09101,-72.82382,-72.54526,-72.25297,-71.944145,-71.615456,-71.26275,-70.88082,-70.46288,-69.99986,-69.479195,-68.88268,-68.1826,-67.33376,-66.193474,
